GWH ID	Wu ID	IHSM SDB ID
GWHTABKE010159	Yangtao2014900	Aveca05vR1g02860.1
GWHTABKE010160	Yangtao2014901	Aveca05vR1g02870.1
GWHTABKE010161	Yangtao2014902	Aveca05vR1g02880.1
GWHTABKE010162	Yangtao2014903	Aveca05vR1g02890.1
GWHTABKE010163	Yangtao2014904	Aveca05vR1g02900.1
GWHTABKE010164	Yangtao2014905	Aveca05vR1g02910.1
GWHTABKE010165	Yangtao2014906	Aveca05vR1g02920.1
GWHTABKE010166	Yangtao2014907	Aveca05vR1g02930.1
GWHTABKE010167	Yangtao2014908	Aveca05vR1g02940.1
GWHTABKE010168	Yangtao2014909	Aveca05vR1g02950.1
GWHTABKE010169	Yangtao2014910	Aveca05vR1g02960.1
GWHTABKE010170	Yangtao2014911	Aveca05vR1g02970.1
GWHTABKE010171	Yangtao2014912	Aveca05vR1g02980.1
GWHTABKE010172	Yangtao2014913	Aveca05vR1g02990.1
GWHTABKE010173	Yangtao2014914	Aveca05vR1g03000.1
GWHTABKE010174	Yangtao2014915	Aveca05vR1g03010.1
GWHTABKE010175	Yangtao2014916	Aveca05vR1g03020.1
GWHTABKE010176	Yangtao2014917	Aveca05vR1g03030.1
GWHTABKE010177	Yangtao2014918	Aveca05vR1g03040.1
GWHTABKE010178	Yangtao2014919	Aveca05vR1g03050.1
GWHTABKE010179	Yangtao2014920	Aveca05vR1g03060.1
GWHTABKE010180	Yangtao2014921	Aveca05vR1g03070.1
GWHTABKE010181	Yangtao2014922	Aveca05vR1g03080.1
GWHTABKE010182	Yangtao2014923	Aveca05vR1g03090.1
GWHTABKE010183	Yangtao2014924	Aveca05vR1g03100.1
GWHTABKE010184	Yangtao2014925	Aveca05vR1g03110.1
GWHTABKE010185	Yangtao2014926	Aveca05vR1g03120.1
GWHTABKE010186	Yangtao2014927	Aveca05vR1g03130.1
GWHTABKE010187	Yangtao2014928	Aveca05vR1g03140.1
GWHTABKE010188	Yangtao2014929	Aveca05vR1g03150.1
GWHTABKE010189	Yangtao2014930	Aveca05vR1g03160.1
GWHTABKE010190	Yangtao2014931	Aveca05vR1g03170.1
GWHTABKE010191	Yangtao2014932	Aveca05vR1g03180.1
GWHTABKE010192	Yangtao2014933	Aveca05vR1g03190.1
GWHTABKE010193	Yangtao2014934	Aveca05vR1g03200.1
GWHTABKE010194	Yangtao2014935	Aveca05vR1g03210.1
GWHTABKE010195	Yangtao2014936	Aveca05vR1g03220.1
GWHTABKE010196	Yangtao2014937	Aveca05vR1g03230.1
GWHTABKE010197	Yangtao2014938	Aveca05vR1g03240.1
GWHTABKE010198	Yangtao2014939	Aveca05vR1g03250.1
GWHTABKE010199	Yangtao2014940	Aveca05vR1g03260.1
GWHTABKE010200	Yangtao2014941	Aveca05vR1g03270.1
GWHTABKE010201	Yangtao2014942	Aveca05vR1g03280.1
GWHTABKE010202	Yangtao2014943	Aveca05vR1g03290.1
GWHTABKE010203	Yangtao2014944	Aveca05vR1g03300.1
GWHTABKE010204	Yangtao2014945	Aveca05vR1g03310.1
GWHTABKE010205	Yangtao2014946	Aveca05vR1g03320.1
GWHTABKE010206	Yangtao2014947	Aveca05vR1g03330.1
GWHTABKE010207	Yangtao2014948	Aveca05vR1g03340.1
GWHTABKE010208	Yangtao2014949	Aveca05vR1g03350.1
GWHTABKE010209	Yangtao2014950	Aveca05vR1g03360.1
GWHTABKE010210	Yangtao2014951	Aveca05vR1g03370.1
GWHTABKE010211	Yangtao2014952	Aveca05vR1g03380.1
GWHTABKE010212	Yangtao2014953	Aveca05vR1g03390.1
GWHTABKE010213	Yangtao2014954	Aveca05vR1g03400.1
GWHTABKE010214	Yangtao2014955	Aveca05vR1g03410.1
GWHTABKE010215	Yangtao2014956	Aveca05vR1g03420.1
GWHTABKE010216	Yangtao2014957	Aveca05vR1g03430.1
GWHTABKE010217	Yangtao2014958	Aveca05vR1g03440.1
GWHTABKE010218	Yangtao2014959	Aveca05vR1g03450.1
GWHTABKE010219	Yangtao2014960	Aveca05vR1g03460.1
GWHTABKE010220	Yangtao2014961	Aveca05vR1g03470.1
GWHTABKE010221	Yangtao2014962	Aveca05vR1g03480.1
GWHTABKE010222	Yangtao2014963	Aveca05vR1g03490.1
GWHTABKE010223	Yangtao2014964	Aveca05vR1g03500.1
GWHTABKE010224	Yangtao2014965	Aveca05vR1g03510.1
GWHTABKE010225	Yangtao2014966	Aveca05vR1g03520.1
GWHTABKE010226	Yangtao2014967	Aveca05vR1g03530.1
GWHTABKE010227	Yangtao2014968	Aveca05vR1g03540.1
GWHTABKE010228	Yangtao2014969	Aveca05vR1g03550.1
GWHTABKE010229	Yangtao2014970	Aveca05vR1g03560.1
GWHTABKE010230	Yangtao2014971	Aveca05vR1g03570.1
GWHTABKE010231	Yangtao2014972	Aveca05vR1g03580.1
GWHTABKE010232	Yangtao2014973	Aveca05vR1g03590.1
GWHTABKE010233	Yangtao2014974	Aveca05vR1g03600.1
GWHTABKE010234	Yangtao2014975	Aveca05vR1g03610.1
GWHTABKE010235	Yangtao2014976	Aveca05vR1g03620.1
GWHTABKE010236	Yangtao2014977	Aveca05vR1g03630.1
GWHTABKE010237	Yangtao2014978	Aveca05vR1g03640.1
GWHTABKE010238	Yangtao2014979	Aveca05vR1g03650.1
GWHTABKE010239	Yangtao2014980	Aveca05vR1g03660.1
GWHTABKE010240	Yangtao2014981	Aveca05vR1g03670.1
GWHTABKE010241	Yangtao2014982	Aveca05vR1g03680.1
GWHTABKE010242	Yangtao2014983	Aveca05vR1g03690.1
GWHTABKE010243	Yangtao2014984	Aveca05vR1g03700.1
GWHTABKE010244	Yangtao2014985	Aveca05vR1g03710.1
GWHTABKE010245	Yangtao2014986	Aveca05vR1g03720.1
GWHTABKE010246	Yangtao2014987	Aveca05vR1g03730.1
GWHTABKE010247	Yangtao2014988	Aveca05vR1g03740.1
GWHTABKE010248	Yangtao2014989	Aveca05vR1g03750.1
GWHTABKE010249	Yangtao2014990	Aveca05vR1g03760.1
GWHTABKE010250	Yangtao2014991	Aveca05vR1g03770.1
GWHTABKE010251	Yangtao2014992	Aveca05vR1g03780.1
GWHTABKE010252	Yangtao2014993	Aveca05vR1g03790.1
GWHTABKE010253	Yangtao2014994	Aveca05vR1g03800.1
GWHTABKE010254	Yangtao2014995	Aveca05vR1g03810.1
GWHTABKE010255	Yangtao2014996	Aveca05vR1g03820.1
GWHTABKE010256	Yangtao2014997	Aveca05vR1g03830.1
GWHTABKE010257	Yangtao2014998	Aveca05vR1g03840.1
GWHTABKE010258	Yangtao2014999	Aveca05vR1g03850.1
GWHTABKE010259	Yangtao2015000	Aveca05vR1g03860.1
GWHTABKE010260	Yangtao2015001	Aveca05vR1g03870.1
GWHTABKE010261	Yangtao2015002	Aveca05vR1g03880.1
GWHTABKE010262	Yangtao2015003	Aveca05vR1g03890.1
GWHTABKE010263	Yangtao2015004	Aveca05vR1g03900.1
GWHTABKE010264	Yangtao2015005	Aveca05vR1g03910.1
GWHTABKE010265	Yangtao2015006	Aveca05vR1g03920.1
GWHTABKE010266	Yangtao2015007	Aveca05vR1g03930.1
GWHTABKE010267	Yangtao2015008	Aveca05vR1g03940.1
GWHTABKE010268	Yangtao2015009	Aveca05vR1g03950.1
GWHTABKE010269	Yangtao2015010	Aveca05vR1g03960.1
GWHTABKE010270	Yangtao2015011	Aveca05vR1g03970.1
GWHTABKE010271	Yangtao2015012	Aveca05vR1g03980.1
GWHTABKE010272	Yangtao2015013	Aveca05vR1g03990.1
GWHTABKE010273	Yangtao2015014	Aveca05vR1g04000.1
GWHTABKE010274	Yangtao2015015	Aveca05vR1g04010.1
GWHTABKE010275	Yangtao2015016	Aveca05vR1g04020.1
GWHTABKE010276	Yangtao2015017	Aveca05vR1g04030.1
GWHTABKE010277	Yangtao2015018	Aveca05vR1g04040.1
GWHTABKE010278	Yangtao2015019	Aveca05vR1g04050.1
GWHTABKE010279	Yangtao2015020	Aveca05vR1g04060.1
GWHTABKE010280	Yangtao2015021	Aveca05vR1g04070.1
GWHTABKE010281	Yangtao2015022	Aveca05vR1g04080.1
GWHTABKE010282	Yangtao2015023	Aveca05vR1g04090.1
GWHTABKE010283	Yangtao2015024	Aveca05vR1g04100.1
GWHTABKE010284	Yangtao2015025	Aveca05vR1g04110.1
GWHTABKE010285	Yangtao2015026	Aveca05vR1g04120.1
GWHTABKE010286	Yangtao2015027	Aveca05vR1g04130.1
GWHTABKE010287	Yangtao2015028	Aveca05vR1g04140.1
GWHTABKE010288	Yangtao2015029	Aveca05vR1g04150.1
GWHTABKE010289	Yangtao2015030	Aveca05vR1g04160.1
GWHTABKE010290	Yangtao2015031	Aveca05vR1g04170.1
GWHTABKE010291	Yangtao2015032	Aveca05vR1g04180.1
GWHTABKE010292	Yangtao2015033	Aveca05vR1g04190.1
GWHTABKE010293	Yangtao2015034	Aveca05vR1g04200.1
GWHTABKE010294	Yangtao2015035	Aveca05vR1g04210.1
GWHTABKE010295	Yangtao2015036	Aveca05vR1g04220.1
GWHTABKE010296	Yangtao2015037	Aveca05vR1g04230.1
GWHTABKE010297	Yangtao2015038	Aveca05vR1g04240.1
GWHTABKE010298	Yangtao2015039	Aveca05vR1g04250.1
GWHTABKE010299	Yangtao2015040	Aveca05vR1g04260.1
GWHTABKE010300	Yangtao2015041	Aveca05vR1g04270.1
GWHTABKE010301	Yangtao2015042	Aveca05vR1g04280.1
GWHTABKE010302	Yangtao2015043	Aveca05vR1g04290.1
GWHTABKE010303	Yangtao2015044	Aveca05vR1g04300.1
GWHTABKE010304	Yangtao2015045	Aveca05vR1g04310.1
GWHTABKE010305	Yangtao2015046	Aveca05vR1g04320.1
GWHTABKE010306	Yangtao2015047	Aveca05vR1g04330.1
GWHTABKE010307	Yangtao2015048	Aveca05vR1g04340.1
GWHTABKE010308	Yangtao2015049	Aveca05vR1g04350.1
GWHTABKE010309	Yangtao2015050	Aveca05vR1g04360.1
GWHTABKE010310	Yangtao2015051	Aveca05vR1g04370.1
GWHTABKE010311	Yangtao2015052	Aveca05vR1g04380.1
GWHTABKE010312	Yangtao2015053	Aveca05vR1g04390.1
GWHTABKE010313	Yangtao2015054	Aveca05vR1g04400.1
GWHTABKE010314	Yangtao2015055	Aveca05vR1g04410.1
GWHTABKE010315	Yangtao2015056	Aveca05vR1g04420.1
GWHTABKE010316	Yangtao2015057	Aveca05vR1g04430.1
GWHTABKE010317	Yangtao2015058	Aveca05vR1g04440.1
GWHTABKE010318	Yangtao2015059	Aveca05vR1g04450.1
GWHTABKE010319	Yangtao2015060	Aveca05vR1g04460.1
GWHTABKE010320	Yangtao2015061	Aveca05vR1g04470.1
GWHTABKE010321	Yangtao2015062	Aveca05vR1g04480.1
GWHTABKE010322	Yangtao2015063	Aveca05vR1g04490.1
GWHTABKE010323	Yangtao2015064	Aveca05vR1g04500.1
GWHTABKE010324	Yangtao2015065	Aveca05vR1g04510.1
GWHTABKE010325	Yangtao2015066	Aveca05vR1g04520.1
GWHTABKE010326	Yangtao2015067	Aveca05vR1g04530.1
GWHTABKE010327	Yangtao2015068	Aveca05vR1g04540.1
GWHTABKE010328	Yangtao2015069	Aveca05vR1g04550.1
GWHTABKE010329	Yangtao2015070	Aveca05vR1g04560.1
GWHTABKE010330	Yangtao2015071	Aveca05vR1g04570.1
GWHTABKE010331	Yangtao2015072	Aveca05vR1g04580.1
GWHTABKE010332	Yangtao2015073	Aveca05vR1g04590.1
GWHTABKE010333	Yangtao2015074	Aveca05vR1g04600.1
GWHTABKE010334	Yangtao2015075	Aveca05vR1g04610.1
GWHTABKE010335	Yangtao2015076	Aveca05vR1g04620.1
GWHTABKE010336	Yangtao2015077	Aveca05vR1g04630.1
GWHTABKE010337	Yangtao2015078	Aveca05vR1g04640.1
GWHTABKE010338	Yangtao2015079	Aveca05vR1g04650.1
GWHTABKE010339	Yangtao2015080	Aveca05vR1g04660.1
GWHTABKE010340	Yangtao2015081	Aveca05vR1g04670.1
GWHTABKE010341	Yangtao2015082	Aveca05vR1g04680.1
GWHTABKE010342	Yangtao2015083	Aveca05vR1g04690.1
GWHTABKE010343	Yangtao2015084	Aveca05vR1g04700.1
GWHTABKE010344	Yangtao2015085	Aveca05vR1g04710.1
GWHTABKE010345	Yangtao2015086	Aveca05vR1g04720.1
GWHTABKE010346	Yangtao2015087	Aveca05vR1g04730.1
GWHTABKE010347	Yangtao2015088	Aveca05vR1g04740.1
GWHTABKE010348	Yangtao2015089	Aveca05vR1g04750.1
GWHTABKE010349	Yangtao2015090	Aveca05vR1g04760.1
GWHTABKE010350	Yangtao2015091	Aveca05vR1g04770.1
GWHTABKE010351	Yangtao2015092	Aveca05vR1g04780.1
GWHTABKE010352	Yangtao2015093	Aveca05vR1g04790.1
GWHTABKE010353	Yangtao2015094	Aveca05vR1g04800.1
GWHTABKE010354	Yangtao2015095	Aveca05vR1g04810.1
GWHTABKE010355	Yangtao2015096	Aveca05vR1g04820.1
GWHTABKE010356	Yangtao2015097	Aveca05vR1g04830.1
GWHTABKE010357	Yangtao2015098	Aveca05vR1g04840.1
GWHTABKE010358	Yangtao2015099	Aveca05vR1g04850.1
GWHTABKE010359	Yangtao2015100	Aveca05vR1g04860.1
GWHTABKE010360	Yangtao2015101	Aveca05vR1g04870.1
GWHTABKE010361	Yangtao2015102	Aveca05vR1g04880.1
GWHTABKE010362	Yangtao2015103	Aveca05vR1g04890.1
GWHTABKE010363	Yangtao2015104	Aveca05vR1g04900.1
GWHTABKE010364	Yangtao2015105	Aveca05vR1g04910.1
GWHTABKE010365	Yangtao2015106	Aveca05vR1g04920.1
GWHTABKE010366	Yangtao2015107	Aveca05vR1g04930.1
GWHTABKE010367	Yangtao2015108	Aveca05vR1g04940.1
GWHTABKE010368	Yangtao2015109	Aveca05vR1g04950.1
GWHTABKE010369	Yangtao2015110	Aveca05vR1g04960.1
GWHTABKE010370	Yangtao2015111	Aveca05vR1g04970.1
GWHTABKE010371	Yangtao2015112	Aveca05vR1g04980.1
GWHTABKE010372	Yangtao2015113	Aveca05vR1g04990.1
GWHTABKE010373	Yangtao2015114	Aveca05vR1g05000.1
GWHTABKE010374	Yangtao2015115	Aveca05vR1g05010.1
GWHTABKE010375	Yangtao2015116	Aveca05vR1g05020.1
GWHTABKE010376	Yangtao2015117	Aveca05vR1g05030.1
GWHTABKE010377	Yangtao2015118	Aveca05vR1g05040.1
GWHTABKE010378	Yangtao2015119	Aveca05vR1g05050.1
GWHTABKE010379	Yangtao2015120	Aveca05vR1g05060.1
GWHTABKE010380	Yangtao2015121	Aveca05vR1g05070.1
GWHTABKE010381	Yangtao2015122	Aveca05vR1g05080.1
GWHTABKE010382	Yangtao2015123	Aveca05vR1g05090.1
GWHTABKE010383	Yangtao2015124	Aveca05vR1g05100.1
GWHTABKE010384	Yangtao2015125	Aveca05vR1g05110.1
GWHTABKE010385	Yangtao2015126	Aveca05vR1g05120.1
GWHTABKE010386	Yangtao2015127	Aveca05vR1g05130.1
GWHTABKE010387	Yangtao2015128	Aveca05vR1g05140.1
GWHTABKE010388	Yangtao2015129	Aveca05vR1g05150.1
GWHTABKE010389	Yangtao2015130	Aveca05vR1g05160.1
GWHTABKE010390	Yangtao2015131	Aveca05vR1g05170.1
GWHTABKE010391	Yangtao2015132	Aveca05vR1g05180.1
GWHTABKE010392	Yangtao2015133	Aveca05vR1g05190.1
GWHTABKE010393	Yangtao2015134	Aveca05vR1g05200.1
GWHTABKE010394	Yangtao2015135	Aveca05vR1g05210.1
GWHTABKE010395	Yangtao2015136	Aveca05vR1g05220.1
GWHTABKE010396	Yangtao2015137	Aveca05vR1g05230.1
GWHTABKE010397	Yangtao2015138	Aveca05vR1g05240.1
GWHTABKE010398	Yangtao2015139	Aveca05vR1g05250.1
GWHTABKE010399	Yangtao2015140	Aveca05vR1g05260.1
GWHTABKE010400	Yangtao2015141	Aveca05vR1g05270.1
GWHTABKE010401	Yangtao2015142	Aveca05vR1g05280.1
GWHTABKE010402	Yangtao2015143	Aveca05vR1g05290.1
GWHTABKE010403	Yangtao2015144	Aveca05vR1g05300.1
GWHTABKE010404	Yangtao2015145	Aveca05vR1g05310.1
GWHTABKE010405	Yangtao2015146	Aveca05vR1g05320.1
GWHTABKE010406	Yangtao2015147	Aveca05vR1g05330.1
GWHTABKE010407	Yangtao2015148	Aveca05vR1g05340.1
GWHTABKE010408	Yangtao2015149	Aveca05vR1g05350.1
GWHTABKE010409	Yangtao2015150	Aveca05vR1g05360.1
GWHTABKE010410	Yangtao2015151	Aveca05vR1g05370.1
GWHTABKE010411	Yangtao2015152	Aveca05vR1g05380.1
GWHTABKE010412	Yangtao2015153	Aveca05vR1g05390.1
GWHTABKE010413	Yangtao2015154	Aveca05vR1g05400.1
GWHTABKE010414	Yangtao2015155	Aveca05vR1g05410.1
GWHTABKE010415	Yangtao2015156	Aveca05vR1g05420.1
GWHTABKE010416	Yangtao2015157	Aveca05vR1g05430.1
GWHTABKE010417	Yangtao2015158	Aveca05vR1g05440.1
GWHTABKE010418	Yangtao2015159	Aveca05vR1g05450.1
GWHTABKE010419	Yangtao2015160	Aveca05vR1g05460.1
GWHTABKE010420	Yangtao2015161	Aveca05vR1g05470.1
GWHTABKE010421	Yangtao2015162	Aveca05vR1g05480.1
GWHTABKE010422	Yangtao2015163	Aveca05vR1g05490.1
GWHTABKE010423	Yangtao2015164	Aveca05vR1g05500.1
GWHTABKE010424	Yangtao2015165	Aveca05vR1g05510.1
GWHTABKE010425	Yangtao2015166	Aveca05vR1g05520.1
GWHTABKE010426	Yangtao2015167	Aveca05vR1g05530.1
GWHTABKE010427	Yangtao2015168	Aveca05vR1g05540.1
GWHTABKE010428	Yangtao2015169	Aveca05vR1g05550.1
GWHTABKE010429	Yangtao2015170	Aveca05vR1g05560.1
GWHTABKE010430	Yangtao2015171	Aveca05vR1g05570.1
GWHTABKE010431	Yangtao2015172	Aveca05vR1g05580.1
GWHTABKE010432	Yangtao2015173	Aveca05vR1g05590.1
GWHTABKE010433	Yangtao2015174	Aveca05vR1g05600.1
GWHTABKE010434	Yangtao2015175	Aveca05vR1g05610.1
GWHTABKE010435	Yangtao2015176	Aveca05vR1g05620.1
GWHTABKE010436	Yangtao2015177	Aveca05vR1g05630.1
GWHTABKE010437	Yangtao2015178	Aveca05vR1g05640.1
GWHTABKE010438	Yangtao2015179	Aveca05vR1g05650.1
GWHTABKE010439	Yangtao2015180	Aveca05vR1g05660.1
GWHTABKE010440	Yangtao2015181	Aveca05vR1g05670.1
GWHTABKE010441	Yangtao2015182	Aveca05vR1g05680.1
GWHTABKE010442	Yangtao2015183	Aveca05vR1g05690.1
GWHTABKE010443	Yangtao2015184	Aveca05vR1g05700.1
GWHTABKE010444	Yangtao2015185	Aveca05vR1g05710.1
GWHTABKE010445	Yangtao2015186	Aveca05vR1g05720.1
GWHTABKE010446	Yangtao2015187	Aveca05vR1g05730.1
GWHTABKE010447	Yangtao2015188	Aveca05vR1g05740.1
GWHTABKE010448	Yangtao2015189	Aveca05vR1g05750.1
GWHTABKE010449	Yangtao2015190	Aveca05vR1g05760.1
GWHTABKE010450	Yangtao2015191	Aveca05vR1g05770.1
GWHTABKE010451	Yangtao2015192	Aveca05vR1g05780.1
GWHTABKE010452	Yangtao2015193	Aveca05vR1g05790.1
GWHTABKE010453	Yangtao2015194	Aveca05vR1g05800.1
GWHTABKE010454	Yangtao2015195	Aveca05vR1g05810.1
GWHTABKE010455	Yangtao2015196	Aveca05vR1g05820.1
GWHTABKE010456	Yangtao2015197	Aveca05vR1g05830.1
GWHTABKE010457	Yangtao2015198	Aveca05vR1g05840.1
GWHTABKE010458	Yangtao2015199	Aveca05vR1g05850.1
GWHTABKE010459	Yangtao2015200	Aveca05vR1g05860.1
GWHTABKE010460	Yangtao2015201	Aveca05vR1g05870.1
GWHTABKE010461	Yangtao2015202	Aveca05vR1g05880.1
GWHTABKE010462	Yangtao2015203	Aveca05vR1g05890.1
GWHTABKE010463	Yangtao2015204	Aveca05vR1g05900.1
GWHTABKE010464	Yangtao2015205	Aveca05vR1g05910.1
GWHTABKE010465	Yangtao2015206	Aveca05vR1g05920.1
GWHTABKE010466	Yangtao2015207	Aveca05vR1g05930.1
GWHTABKE010467	Yangtao2015208	Aveca05vR1g05940.1
GWHTABKE010468	Yangtao2015209	Aveca05vR1g05950.1
GWHTABKE010469	Yangtao2015210	Aveca05vR1g05960.1
GWHTABKE010470	Yangtao2015211	Aveca05vR1g05970.1
GWHTABKE010471	Yangtao2015212	Aveca05vR1g05980.1
GWHTABKE010472	Yangtao2015213	Aveca05vR1g05990.1
GWHTABKE010473	Yangtao2015214	Aveca05vR1g06000.1
GWHTABKE010474	Yangtao2015215	Aveca05vR1g06010.1
GWHTABKE010475	Yangtao2015216	Aveca05vR1g06020.1
GWHTABKE010476	Yangtao2015217	Aveca05vR1g06030.1
GWHTABKE010477	Yangtao2015218	Aveca05vR1g06040.1
GWHTABKE010478	Yangtao2015219	Aveca05vR1g06050.1
GWHTABKE010479	Yangtao2015220	Aveca05vR1g06060.1
GWHTABKE010480	Yangtao2015221	Aveca05vR1g06070.1
GWHTABKE010481	Yangtao2015222	Aveca05vR1g06080.1
GWHTABKE010482	Yangtao2015223	Aveca05vR1g06090.1
GWHTABKE010483	Yangtao2015224	Aveca05vR1g06100.1
GWHTABKE010484	Yangtao2015225	Aveca05vR1g06110.1
GWHTABKE010485	Yangtao2015226	Aveca05vR1g06120.1
GWHTABKE010486	Yangtao2015227	Aveca05vR1g06130.1
GWHTABKE010487	Yangtao2015228	Aveca05vR1g06140.1
GWHTABKE010488	Yangtao2015229	Aveca05vR1g06150.1
GWHTABKE010489	Yangtao2015230	Aveca05vR1g06160.1
GWHTABKE010490	Yangtao2015231	Aveca05vR1g06170.1
GWHTABKE010491	Yangtao2015232	Aveca05vR1g06180.1
GWHTABKE010492	Yangtao2015233	Aveca05vR1g06190.1
GWHTABKE010493	Yangtao2015234	Aveca05vR1g06200.1
GWHTABKE010494	Yangtao2015235	Aveca05vR1g06210.1
GWHTABKE010495	Yangtao2015236	Aveca05vR1g06220.1
GWHTABKE010496	Yangtao2015237	Aveca05vR1g06230.1
GWHTABKE010497	Yangtao2015238	Aveca05vR1g06240.1
GWHTABKE010498	Yangtao2015239	Aveca05vR1g06250.1
GWHTABKE010499	Yangtao2015240	Aveca05vR1g06260.1
GWHTABKE010500	Yangtao2015241	Aveca05vR1g06270.1
GWHTABKE010501	Yangtao2015242	Aveca05vR1g06280.1
GWHTABKE010502	Yangtao2015243	Aveca05vR1g06290.1
GWHTABKE010503	Yangtao2015244	Aveca05vR1g06300.1
GWHTABKE010504	Yangtao2015245	Aveca05vR1g06310.1
GWHTABKE010505	Yangtao2015246	Aveca05vR1g06320.1
GWHTABKE010506	Yangtao2015247	Aveca05vR1g06330.1
GWHTABKE010507	Yangtao2015248	Aveca05vR1g06340.1
GWHTABKE010508	Yangtao2015249	Aveca05vR1g06350.1
GWHTABKE010509	Yangtao2015250	Aveca05vR1g06360.1
GWHTABKE010510	Yangtao2015251	Aveca05vR1g06370.1
GWHTABKE010511	Yangtao2015252	Aveca05vR1g06380.1
GWHTABKE010512	Yangtao2015253	Aveca05vR1g06390.1
GWHTABKE010513	Yangtao2015254	Aveca05vR1g06400.1
GWHTABKE010514	Yangtao2015255	Aveca05vR1g06410.1
GWHTABKE010515	Yangtao2015256	Aveca05vR1g06420.1
GWHTABKE010516	Yangtao2015257	Aveca05vR1g06430.1
GWHTABKE010517	Yangtao2015258	Aveca05vR1g06440.1
GWHTABKE010518	Yangtao2015259	Aveca05vR1g06450.1
GWHTABKE010519	Yangtao2015260	Aveca05vR1g06460.1
GWHTABKE010520	Yangtao2015261	Aveca05vR1g06470.1
GWHTABKE010521	Yangtao2015262	Aveca05vR1g06480.1
GWHTABKE010522	Yangtao2015263	Aveca05vR1g06490.1
GWHTABKE010523	Yangtao2015264	Aveca05vR1g06500.1
GWHTABKE010524	Yangtao2015265	Aveca05vR1g06510.1
GWHTABKE010525	Yangtao2015266	Aveca05vR1g06520.1
GWHTABKE010526	Yangtao2015267	Aveca05vR1g06530.1
GWHTABKE010527	Yangtao2015268	Aveca05vR1g06540.1
GWHTABKE010528	Yangtao2015269	Aveca05vR1g06550.1
GWHTABKE010529	Yangtao2015270	Aveca05vR1g06560.1
GWHTABKE010530	Yangtao2015271	Aveca05vR1g06570.1
GWHTABKE010531	Yangtao2015272	Aveca05vR1g06580.1
GWHTABKE010532	Yangtao2015273	Aveca05vR1g06590.1
GWHTABKE010533	Yangtao2015274	Aveca05vR1g06600.1
GWHTABKE010534	Yangtao2015275	Aveca05vR1g06610.1
GWHTABKE010535	Yangtao2015276	Aveca05vR1g06620.1
GWHTABKE010536	Yangtao2015277	Aveca05vR1g06630.1
GWHTABKE010537	Yangtao2015278	Aveca05vR1g06640.1
GWHTABKE010538	Yangtao2015279	Aveca05vR1g06650.1
GWHTABKE010539	Yangtao2015280	Aveca05vR1g06660.1
GWHTABKE010540	Yangtao2015281	Aveca05vR1g06670.1
GWHTABKE010541	Yangtao2015282	Aveca05vR1g06680.1
GWHTABKE010542	Yangtao2015283	Aveca05vR1g06690.1
GWHTABKE010543	Yangtao2015284	Aveca05vR1g06700.1
GWHTABKE010544	Yangtao2015285	Aveca05vR1g06710.1
GWHTABKE010545	Yangtao2015286	Aveca05vR1g06720.1
GWHTABKE010546	Yangtao2015287	Aveca05vR1g06730.1
GWHTABKE010547	Yangtao2015288	Aveca05vR1g06740.1
GWHTABKE010548	Yangtao2015289	Aveca05vR1g06750.1
GWHTABKE010549	Yangtao2015290	Aveca05vR1g06760.1
GWHTABKE010550	Yangtao2015291	Aveca05vR1g06770.1
GWHTABKE010551	Yangtao2015292	Aveca05vR1g06780.1
GWHTABKE010552	Yangtao2015293	Aveca05vR1g06790.1
GWHTABKE010553	Yangtao2015294	Aveca05vR1g06800.1
GWHTABKE010554	Yangtao2015295	Aveca05vR1g06810.1
GWHTABKE010555	Yangtao2015296	Aveca05vR1g06820.1
GWHTABKE010556	Yangtao2015297	Aveca05vR1g06830.1
GWHTABKE010557	Yangtao2015298	Aveca05vR1g06840.1
GWHTABKE010558	Yangtao2015299	Aveca05vR1g06850.1
GWHTABKE010559	Yangtao2015300	Aveca05vR1g06860.1
GWHTABKE010560	Yangtao2015301	Aveca05vR1g06870.1
GWHTABKE010561	Yangtao2015302	Aveca05vR1g06880.1
GWHTABKE010562	Yangtao2015303	Aveca05vR1g06890.1
GWHTABKE010563	Yangtao2015304	Aveca05vR1g06900.1
GWHTABKE010564	Yangtao2015305	Aveca05vR1g06910.1
GWHTABKE010565	Yangtao2015306	Aveca05vR1g06920.1
GWHTABKE010566	Yangtao2015307	Aveca05vR1g06930.1
GWHTABKE010567	Yangtao2015308	Aveca05vR1g06940.1
GWHTABKE010568	Yangtao2015309	Aveca05vR1g06950.1
GWHTABKE010569	Yangtao2015310	Aveca05vR1g06960.1
GWHTABKE010570	Yangtao2015311	Aveca05vR1g06970.1
GWHTABKE010571	Yangtao2015312	Aveca05vR1g06980.1
GWHTABKE010572	Yangtao2015313	Aveca05vR1g06990.1
GWHTABKE010573	Yangtao2015314	Aveca05vR1g07000.1
GWHTABKE010574	Yangtao2015315	Aveca05vR1g07010.1
GWHTABKE010575	Yangtao2015316	Aveca05vR1g07020.1
GWHTABKE010576	Yangtao2015317	Aveca05vR1g07030.1
GWHTABKE010577	Yangtao2015318	Aveca05vR1g07040.1
GWHTABKE010578	Yangtao2015319	Aveca05vR1g07050.1
GWHTABKE010579	Yangtao2015320	Aveca05vR1g07060.1
GWHTABKE010580	Yangtao2015321	Aveca05vR1g07070.1
GWHTABKE010581	Yangtao2015322	Aveca05vR1g07080.1
